ga_sourcemedium,ga_date,ga_users_count,ga_sessions_count,ga_pageviews,ga_timeonpage_sec,ga_landingpage_anon
(direct) / (none),20220210,1,1,1,0,PAGE0340
(direct) / (none),20220204,1,1,1,7,PAGE0341
(direct) / (none),20220209,1,1,1,0,PAGE0342
(direct) / (none),20220204,2,2,3,423,PAGE0343
(direct) / (none),20220209,1,1,1,0,PAGE0344
(direct) / (none),20220204,2,2,2,0,PAGE0345
(direct) / (none),20220204,1,2,2,0,PAGE0346
(direct) / (none),20220209,1,1,1,0,PAGE0347
(direct) / (none),20220207,2,2,2,0,PAGE0348
(direct) / (none),20220205,1,1,1,0,PAGE0349
(direct) / (none),20220208,1,1,1,0,PAGE0350
(direct) / (none),20220205,1,1,1,0,PAGE0351
(direct) / (none),20220207,1,1,2,106,PAGE0351
(direct) / (none),20220208,1,1,1,0,PAGE0351
(direct) / (none),20220209,1,1,1,0,PAGE0351
(direct) / (none),20220210,1,1,1,0,PAGE0352
(direct) / (none),20220205,1,1,1,0,PAGE0353
(direct) / (none),20220210,3,3,3,22,PAGE0353
(direct) / (none),20220210,1,1,1,0,PAGE0354
(direct) / (none),20220210,1,1,1,0,PAGE0355
(direct) / (none),20220209,8,9,9,0,PAGE0356
(direct) / (none),20220210,1,1,1,0,PAGE0356
(direct) / (none),20220206,1,1,5,42,PAGE0357
(direct) / (none),20220210,1,1,5,141,PAGE0357
(direct) / (none),20220208,1,1,1,0,PAGE0358
(direct) / (none),20220209,1,1,2,33,PAGE0359
(direct) / (none),20220208,1,1,1,0,PAGE0360
(direct) / (none),20220208,1,1,1,0,PAGE0361
(direct) / (none),20220209,2,2,2,0,PAGE0362
(direct) / (none),20220208,5,5,5,0,PAGE0363
(direct) / (none),20220204,1,1,1,0,PAGE0364
(direct) / (none),20220207,1,1,2,429,PAGE0365
(direct) / (none),20220205,1,1,1,0,PAGE0366
(direct) / (none),20220210,2,2,2,1035,PAGE0366
(direct) / (none),20220206,1,1,1,0,PAGE0367
(direct) / (none),20220207,1,1,15,3295,PAGE0368
(direct) / (none),20220206,1,1,1,0,PAGE0369
(direct) / (none),20220207,1,2,17,3908,PAGE0370
(direct) / (none),20220204,1,1,1,0,PAGE0371
(direct) / (none),20220208,1,1,1,0,PAGE0372
(direct) / (none),20220207,3,3,3,0,PAGE0373
(direct) / (none),20220210,1,1,2,0,PAGE0373
(direct) / (none),20220209,1,1,3,876,PAGE0374
(direct) / (none),20220210,1,1,19,665,PAGE0374
(direct) / (none),20220209,1,1,1,0,PAGE0375
(direct) / (none),20220209,1,1,12,1983,PAGE0376
(direct) / (none),20220208,1,1,2,26,PAGE0377
(direct) / (none),20220208,1,1,46,5167,PAGE0378
(direct) / (none),20220208,1,1,1,0,PAGE0379
(direct) / (none),20220210,1,1,2,26,PAGE0379
(direct) / (none),20220208,2,2,13,415,PAGE0380
(direct) / (none),20220210,1,1,1,0,PAGE0381
(direct) / (none),20220210,1,1,1,0,PAGE0382
(direct) / (none),20220207,1,1,3,241,PAGE0383
(direct) / (none),20220206,1,1,1,0,PAGE0384
(direct) / (none),20220204,1,1,1,0,PAGE0385
(direct) / (none),20220209,1,1,1,0,PAGE0386
(direct) / (none),20220210,1,2,5,285,PAGE0386
(direct) / (none),20220206,2,3,3,0,PAGE0387
(direct) / (none),20220207,1,1,1,0,PAGE0388
(direct) / (none),20220204,1,1,1,0,PAGE0389
(direct) / (none),20220209,1,1,1,0,PAGE0390
(direct) / (none),20220209,1,1,1,0,PAGE0391
(direct) / (none),20220207,1,1,1,0,PAGE0392
(direct) / (none),20220208,1,1,1,0,PAGE0392
(direct) / (none),20220206,1,1,2,3,PAGE0393
(direct) / (none),20220207,1,1,1,0,PAGE0394
(direct) / (none),20220210,2,2,2,0,PAGE0395
(direct) / (none),20220204,1,1,1,0,PAGE0396
(direct) / (none),20220205,1,1,1,0,PAGE0396
(direct) / (none),20220206,1,1,1,0,PAGE0396
(direct) / (none),20220207,1,1,1,106,PAGE0396
(direct) / (none),20220207,1,2,4,965,PAGE0397
(direct) / (none),20220207,2,2,2,0,PAGE0398
(direct) / (none),20220209,2,2,2,0,PAGE0398
(direct) / (none),20220207,1,1,16,6450,PAGE0399
(direct) / (none),20220208,2,2,3,45,PAGE0399
(direct) / (none),20220204,1,1,9,1175,PAGE0400
(direct) / (none),20220204,1,1,5,1166,PAGE0401
(direct) / (none),20220204,2,2,2,420,PAGE0402
(direct) / (none),20220210,2,2,7,69,PAGE0403
(direct) / (none),20220210,1,1,1,0,PAGE0404
(direct) / (none),20220205,1,1,1,0,PAGE0405
(direct) / (none),20220210,1,1,3,104,PAGE0406
(direct) / (none),20220209,1,1,2,15,PAGE0407
(direct) / (none),20220208,1,1,5,395,PAGE0408
(direct) / (none),20220207,1,1,1,0,PAGE0409
(direct) / (none),20220210,1,1,1,0,PAGE0409
(direct) / (none),20220207,1,1,1,0,PAGE0410
(direct) / (none),20220209,1,1,1,0,PAGE0411
(direct) / (none),20220208,1,1,5,114,PAGE0412
(direct) / (none),20220208,1,1,1,0,PAGE0413
(direct) / (none),20220207,1,1,7,96,PAGE0414
(direct) / (none),20220210,1,1,1,0,PAGE0415
(direct) / (none),20220208,1,1,1,0,PAGE0416
(direct) / (none),20220210,3,3,3,0,PAGE0416
(direct) / (none),20220204,1,1,1,0,PAGE0417
(direct) / (none),20220207,1,1,1,0,PAGE0418
(direct) / (none),20220207,1,1,1,0,PAGE0419
(direct) / (none),20220208,1,1,2,1,PAGE0419
(direct) / (none),20220209,1,1,1,0,PAGE0420
(direct) / (none),20220209,1,1,1,0,PAGE0421
(direct) / (none),20220210,1,1,5,755,PAGE0421
(direct) / (none),20220207,1,1,3,265,PAGE0422
(direct) / (none),20220210,1,1,3,44,PAGE0423
(direct) / (none),20220207,1,1,4,152,PAGE0424
(direct) / (none),20220208,1,1,3,421,PAGE0424
(direct) / (none),20220205,1,1,1,0,PAGE0425
(direct) / (none),20220208,2,3,3,17,PAGE0426
(direct) / (none),20220209,2,3,3,7,PAGE0426
(direct) / (none),20220210,1,1,2,23,PAGE0427
(direct) / (none),20220209,1,1,1,0,PAGE0428
(direct) / (none),20220207,1,1,1,0,PAGE0429
(direct) / (none),20220207,2,2,11,356,PAGE0430
(direct) / (none),20220209,1,1,1,0,PAGE0430
(direct) / (none),20220208,1,1,1,0,PAGE0431
(direct) / (none),20220209,1,1,1,0,PAGE0432
(direct) / (none),20220204,2,2,2,0,PAGE0433
(direct) / (none),20220210,2,4,16,2770,PAGE0434
(direct) / (none),20220207,2,2,2,0,PAGE0435
(direct) / (none),20220209,1,1,1,0,PAGE0436
(direct) / (none),20220209,1,1,6,666,PAGE0437
(direct) / (none),20220207,1,1,1,0,PAGE0438
(direct) / (none),20220208,1,1,1,0,PAGE0439
(direct) / (none),20220210,1,1,1,0,PAGE0440
(direct) / (none),20220209,1,1,1,0,PAGE0441
(direct) / (none),20220210,3,3,3,0,PAGE0441
(direct) / (none),20220209,1,1,1,1,PAGE0442
(direct) / (none),20220210,1,1,5,160,PAGE0443
(direct) / (none),20220206,1,1,1,0,PAGE0444
(direct) / (none),20220208,1,1,1,0,PAGE0445
(direct) / (none),20220208,1,1,1,0,PAGE0446
(direct) / (none),20220209,1,1,1,0,PAGE0446
(direct) / (none),20220209,1,1,1,0,PAGE0447
(direct) / (none),20220210,1,1,1,0,PAGE0448
(direct) / (none),20220210,1,1,3,257,PAGE0449
(direct) / (none),20220209,1,1,4,635,PAGE0450
(direct) / (none),20220209,1,1,6,1460,PAGE0451
(direct) / (none),20220210,3,3,8,2169,PAGE0451
(direct) / (none),20220206,1,1,1,0,PAGE0452
(direct) / (none),20220210,1,1,1,0,PAGE0453
(direct) / (none),20220210,1,1,1,0,PAGE0454
(direct) / (none),20220210,1,1,1,0,PAGE0455
(direct) / (none),20220207,1,1,1,0,PAGE0456
(direct) / (none),20220207,2,2,2,0,PAGE0457
(direct) / (none),20220210,2,2,2,0,PAGE0457
(direct) / (none),20220206,1,1,2,19,PAGE0458
(direct) / (none),20220209,1,1,3,22,PAGE0458
(direct) / (none),20220206,1,1,1,0,PAGE0459
(direct) / (none),20220209,1,1,1,0,PAGE0460
(direct) / (none),20220206,2,2,2,0,PAGE0461
(direct) / (none),20220204,2,2,2,0,PAGE0462
(direct) / (none),20220208,1,1,1,0,PAGE0462
(direct) / (none),20220209,1,1,4,221,PAGE0462
(direct) / (none),20220204,1,1,69,6039,PAGE0463
(direct) / (none),20220207,1,1,3,38,PAGE0464
(direct) / (none),20220209,3,3,3,0,PAGE0464
(direct) / (none),20220208,1,1,1,0,PAGE0465
(direct) / (none),20220205,1,1,2,105,PAGE0466
(direct) / (none),20220208,1,1,1,240,PAGE0467
(direct) / (none),20220209,1,1,1,0,PAGE0468
(direct) / (none),20220209,1,1,1,417,PAGE0469
(direct) / (none),20220207,1,1,1,0,PAGE0470
(direct) / (none),20220209,1,1,1,0,PAGE0470
(direct) / (none),20220207,1,2,6,2066,PAGE0471
(direct) / (none),20220210,1,1,1,0,PAGE0472
(direct) / (none),20220210,1,1,1,0,PAGE0473
(direct) / (none),20220204,3,3,3,0,PAGE0474
(direct) / (none),20220207,1,1,4,233,PAGE0474
(direct) / (none),20220204,1,2,2,0,PAGE0475
(direct) / (none),20220210,1,1,1,0,PAGE0476
(direct) / (none),20220208,1,2,5,1277,PAGE0477
(direct) / (none),20220210,1,2,3,14,PAGE0478
(direct) / (none),20220207,1,1,1,1319,PAGE0479
(direct) / (none),20220210,1,1,1,0,PAGE0480
(direct) / (none),20220204,1,1,1,0,PAGE0481
(direct) / (none),20220206,2,2,6,42,PAGE0482
(direct) / (none),20220206,1,1,1,0,PAGE0483
(direct) / (none),20220207,2,2,5,694,PAGE0484
(direct) / (none),20220210,1,1,1,0,PAGE0484
(direct) / (none),20220206,1,1,1,0,PAGE0485
(direct) / (none),20220204,1,1,1,0,PAGE0486
(direct) / (none),20220209,1,1,1,0,PAGE0487
(direct) / (none),20220208,1,1,1,0,PAGE0488
(direct) / (none),20220210,1,1,1,0,PAGE0489
(direct) / (none),20220209,2,2,2,2,PAGE0490
(direct) / (none),20220210,1,1,3,96,PAGE0491
(direct) / (none),20220207,1,1,1,0,PAGE0492
(direct) / (none),20220208,2,2,2,0,PAGE0493
(direct) / (none),20220210,1,1,1,0,PAGE0493
(direct) / (none),20220207,1,1,1,22,PAGE0494
(direct) / (none),20220207,2,3,3,0,PAGE0495
(direct) / (none),20220207,1,1,1,0,PAGE0496
(direct) / (none),20220204,1,2,2,0,PAGE0497
(direct) / (none),20220204,1,1,4,54,PAGE0498
(direct) / (none),20220210,2,2,2,0,PAGE0499
(direct) / (none),20220209,1,2,2,0,PAGE0500
(direct) / (none),20220207,1,2,2,0,PAGE0501
(direct) / (none),20220204,3,3,5,989,PAGE0502
(direct) / (none),20220206,1,1,1,0,PAGE0503
(direct) / (none),20220210,1,1,6,400,PAGE0504
(direct) / (none),20220204,1,1,1,0,PAGE0505
(direct) / (none),20220208,1,1,2,15,PAGE0506
(direct) / (none),20220210,1,1,1,0,PAGE0506
(direct) / (none),20220204,1,1,2,2,PAGE0507
(direct) / (none),20220210,1,1,1,0,PAGE0508
(direct) / (none),20220209,1,1,1,0,PAGE0509
(direct) / (none),20220206,1,1,1,0,PAGE0510
(direct) / (none),20220210,1,1,1,0,PAGE0511
(direct) / (none),20220210,2,2,3,544,PAGE0512
(direct) / (none),20220207,1,1,8,419,PAGE0513
(direct) / (none),20220205,1,1,1,0,PAGE0514
(direct) / (none),20220208,1,1,2,87,PAGE0515
(direct) / (none),20220207,1,1,1,0,PAGE0516
(direct) / (none),20220205,1,1,1,0,PAGE0517
(direct) / (none),20220207,1,1,1,52,PAGE0518
(direct) / (none),20220207,1,1,1,0,PAGE0519
(direct) / (none),20220210,1,1,1,0,PAGE0519
(direct) / (none),20220209,1,1,1,0,PAGE0520
(direct) / (none),20220210,1,1,10,2068,PAGE0521
(direct) / (none),20220204,1,1,7,320,PAGE0522
(direct) / (none),20220209,1,1,1,0,PAGE0523
(direct) / (none),20220207,5,6,9,449,PAGE0524
(direct) / (none),20220208,1,1,7,146,PAGE0524
(direct) / (none),20220204,1,1,1,0,PAGE0525
(direct) / (none),20220210,1,1,3,127,PAGE0526
(direct) / (none),20220208,1,1,2,70,PAGE0527
(direct) / (none),20220210,1,1,1,0,PAGE0527
(direct) / (none),20220207,1,1,2,48,PAGE0528
(direct) / (none),20220204,4,4,4,0,PAGE0529
(direct) / (none),20220204,1,1,1,0,PAGE0530
(direct) / (none),20220209,3,3,3,27,PAGE0531
(direct) / (none),20220209,1,1,7,493,PAGE0532
(direct) / (none),20220209,1,1,1,0,PAGE0533
(direct) / (none),20220210,1,1,1,0,PAGE0534
(direct) / (none),20220206,1,1,1,0,PAGE0535
(direct) / (none),20220209,9,9,13,146,PAGE0536
(direct) / (none),20220210,12,13,36,728,PAGE0536
(direct) / (none),20220210,1,1,1,0,PAGE0537
(direct) / (none),20220210,1,1,1,0,PAGE0538
(direct) / (none),20220205,1,1,1,0,PAGE0539
(direct) / (none),20220206,2,2,2,0,PAGE0540
(direct) / (none),20220208,1,1,6,694,PAGE0541
(direct) / (none),20220206,2,2,5,425,PAGE0542
(direct) / (none),20220207,1,1,1,0,PAGE0542
(direct) / (none),20220209,1,1,1,0,PAGE0542
(direct) / (none),20220208,1,1,1,0,PAGE0543
(direct) / (none),20220209,1,1,1,0,PAGE0544
(direct) / (none),20220206,1,1,1,0,PAGE0545
(direct) / (none),20220207,1,1,1,0,PAGE0546
(direct) / (none),20220209,1,1,12,224,PAGE0547
(direct) / (none),20220204,1,1,1,0,PAGE0548
(direct) / (none),20220210,1,1,3,1545,PAGE0548
(direct) / (none),20220210,1,1,1,0,PAGE0549
(direct) / (none),20220204,1,1,4,62,PAGE0550
(direct) / (none),20220205,1,1,3,81,PAGE0551
(direct) / (none),20220208,1,1,3,320,PAGE0552
(direct) / (none),20220208,1,1,82,10851,PAGE0553
(direct) / (none),20220205,1,1,1,0,PAGE0554
(direct) / (none),20220210,1,1,61,6912,PAGE0555
(direct) / (none),20220205,1,1,1,0,PAGE0556
(direct) / (none),20220207,1,1,1,0,PAGE0557
(direct) / (none),20220206,1,1,3,57,PAGE0558
(direct) / (none),20220204,1,1,1,0,PAGE0559
(direct) / (none),20220207,1,1,2,19,PAGE0559
(direct) / (none),20220204,2,2,2,252,PAGE0560
(direct) / (none),20220204,6,6,8,868,PAGE0561
(direct) / (none),20220207,3,3,3,0,PAGE0561
(direct) / (none),20220208,2,2,2,0,PAGE0561
(direct) / (none),20220210,1,1,1,0,PAGE0561
(direct) / (none),20220209,1,1,1,0,PAGE0562
(direct) / (none),20220210,1,1,1,0,PAGE0563
(direct) / (none),20220207,1,1,1,0,PAGE0564
(direct) / (none),20220205,1,1,1,0,PAGE0565
(direct) / (none),20220210,1,1,1,0,PAGE0566
(direct) / (none),20220204,1,1,1,18,PAGE0567
(direct) / (none),20220208,1,1,1,0,PAGE0568
(direct) / (none),20220210,1,1,1,0,PAGE0568
(direct) / (none),20220208,1,1,1,0,PAGE0569
(direct) / (none),20220209,2,2,2,0,PAGE0569
(direct) / (none),20220204,3,3,6,381,PAGE0570
(direct) / (none),20220209,1,1,2,1,PAGE0571
(direct) / (none),20220210,2,2,2,0,PAGE0572
(direct) / (none),20220209,1,1,1,0,PAGE0573
(direct) / (none),20220207,1,1,1,0,PAGE0574
(direct) / (none),20220208,1,1,1,0,PAGE0575
(direct) / (none),20220204,1,1,1,0,PAGE0576
(direct) / (none),20220206,1,2,3,4,PAGE0576
(direct) / (none),20220208,2,2,6,35,PAGE0576
(direct) / (none),20220209,2,3,4,2014,PAGE0576
(direct) / (none),20220210,2,2,4,48,PAGE0576
(direct) / (none),20220204,1,1,15,939,PAGE0577
(direct) / (none),20220209,1,1,1,0,PAGE0578
(direct) / (none),20220209,1,1,1,0,PAGE0579
(direct) / (none),20220206,1,1,5,512,PAGE0580
(direct) / (none),20220207,2,2,2,0,PAGE0580
(direct) / (none),20220209,1,1,3,48,PAGE0580
(direct) / (none),20220204,17,17,25,0,PAGE0581
(direct) / (none),20220206,3,3,3,0,PAGE0581
(direct) / (none),20220207,30,30,32,2,PAGE0581
(direct) / (none),20220208,26,26,34,1,PAGE0581
(direct) / (none),20220209,18,18,18,0,PAGE0581
(direct) / (none),20220210,36,36,42,11,PAGE0581
(direct) / (none),20220204,1,1,1,0,PAGE0582
(direct) / (none),20220206,1,1,1,0,PAGE0582
(direct) / (none),20220207,2,3,3,0,PAGE0582
(direct) / (none),20220208,1,1,1,0,PAGE0582
(direct) / (none),20220209,4,4,4,0,PAGE0582
(direct) / (none),20220210,3,4,5,1382,PAGE0582
(direct) / (none),20220204,3,3,3,0,PAGE0583
(direct) / (none),20220206,1,1,1,0,PAGE0583
(direct) / (none),20220207,10,10,10,0,PAGE0583
(direct) / (none),20220208,3,3,3,0,PAGE0583
(direct) / (none),20220209,2,2,2,0,PAGE0583
(direct) / (none),20220207,1,1,1,0,PAGE0584
(direct) / (none),20220208,2,2,2,0,PAGE0584
(direct) / (none),20220210,2,2,2,0,PAGE0585
(direct) / (none),20220206,1,1,1,0,PAGE0586
(direct) / (none),20220208,1,1,2,196,PAGE0586
(direct) / (none),20220210,1,1,1,0,PAGE0586
(direct) / (none),20220208,1,1,1,0,PAGE0587
(direct) / (none),20220206,1,1,1,0,PAGE0588
(direct) / (none),20220208,1,1,1,0,PAGE0588
6river.lightning.force.com / referral,20220210,1,1,3,37,PAGE0002
aokgadgets.com / referral,20220209,1,1,4,109,PAGE0589
au.directhit.com / referral,20220206,1,1,1,0,PAGE0450
baidu / organic,20220204,1,1,1,0,PAGE0002
baidu / organic,20220206,4,4,4,59,PAGE0002
baidu / organic,20220209,2,2,2,0,PAGE0002
baidu / organic,20220206,2,2,2,0,PAGE0123
baidu / organic,20220208,1,1,1,0,PAGE0123
baidu / organic,20220209,2,2,2,0,PAGE0123
baidu / organic,20220210,4,4,4,4,PAGE0123
baidu / organic,20220210,1,1,1,0,PAGE0161
baidu / organic,20220210,1,1,2,82,PAGE0249
baidu / organic,20220209,2,2,2,0,PAGE0252
baidu / organic,20220207,1,1,5,429,PAGE0257
baidu / organic,20220206,1,1,1,0,PAGE0353
baidu / organic,20220206,1,1,1,0,PAGE0590
baidu / organic,20220206,2,2,2,4,PAGE0441
baidu / organic,20220209,3,3,3,0,PAGE0441
bhgybbx / email,20220209,1,1,4,13,PAGE0002
bing / cpc,20220208,1,0,0,0,PAGE0001
bing / cpc,20220209,1,0,0,0,PAGE0001
bing / cpc,20220209,1,1,3,16,PAGE0002
bing / cpc,20220204,3,3,3,0,PAGE0591
bing / cpc,20220207,1,1,1,0,PAGE0591
bing / cpc,20220208,3,3,4,13,PAGE0591
bing / cpc,20220210,1,1,1,0,PAGE0591
bing / cpc,20220204,1,1,1,0,PAGE0592
bing / cpc,20220205,2,2,2,0,PAGE0592
bing / cpc,20220206,4,4,4,0,PAGE0592
bing / cpc,20220208,1,1,1,0,PAGE0592
bing / cpc,20220209,1,1,1,0,PAGE0592
bing / cpc,20220210,1,1,1,0,PAGE0592
bing / cpc,20220204,1,1,1,0,PAGE0593
bing / cpc,20220206,1,1,1,0,PAGE0034
bing / cpc,20220208,2,2,9,919,PAGE0034
bing / cpc,20220209,1,1,1,0,PAGE0034
bing / cpc,20220204,7,7,21,446,PAGE0127
bing / cpc,20220207,5,5,17,598,PAGE0127
bing / cpc,20220208,9,9,43,1454,PAGE0127
bing / cpc,20220209,6,6,8,317,PAGE0127
bing / cpc,20220210,5,5,5,0,PAGE0127
bing / cpc,20220208,1,1,1,0,PAGE0594
bing / cpc,20220209,1,1,1,0,PAGE0594
bing / cpc,20220204,1,1,8,119,PAGE0595
bing / cpc,20220208,4,4,4,0,PAGE0596
bing / cpc,20220204,1,1,1,0,PAGE0597
bing / cpc,20220208,1,1,1,0,PAGE0597
bing / cpc,20220204,1,1,4,27,PAGE0129
bing / cpc,20220207,1,1,6,35,PAGE0129
bing / cpc,20220209,1,1,3,43,PAGE0129
bing / cpc,20220210,1,1,1,0,PAGE0129
bing / cpc,20220204,1,1,3,95,PAGE0598
bing / cpc,20220204,5,5,6,138,PAGE0150
bing / cpc,20220207,6,6,7,120,PAGE0150
bing / cpc,20220208,6,6,7,172,PAGE0150
bing / cpc,20220209,5,5,6,12,PAGE0150
bing / cpc,20220210,5,5,5,0,PAGE0150
bing / cpc,20220210,1,1,10,352,PAGE0153
bing / cpc,20220208,1,1,2,4,PAGE0599
bing / cpc,20220204,2,2,2,0,PAGE0600
bing / cpc,20220207,2,2,2,0,PAGE0600
bing / cpc,20220208,1,1,1,0,PAGE0600
bing / cpc,20220209,3,3,10,87,PAGE0600
bing / cpc,20220210,4,4,5,8,PAGE0600
bing / cpc,20220209,1,1,1,0,PAGE0179
bing / cpc,20220204,3,3,3,0,PAGE0601
bing / cpc,20220207,4,5,6,12,PAGE0601
bing / cpc,20220208,3,3,3,0,PAGE0601
bing / cpc,20220209,6,6,8,159,PAGE0601
bing / cpc,20220210,3,3,4,92,PAGE0601
bing / cpc,20220209,1,1,1,0,PAGE0602
bing / cpc,20220204,1,1,1,0,PAGE0194
bing / cpc,20220207,2,2,2,0,PAGE0194
bing / cpc,20220208,2,2,3,27,PAGE0194
bing / cpc,20220209,3,3,5,73,PAGE0194
bing / cpc,20220210,1,2,3,41,PAGE0194
bing / cpc,20220204,4,4,9,159,PAGE0603
bing / cpc,20220205,2,3,3,5,PAGE0603
bing / cpc,20220207,6,6,7,201,PAGE0603
bing / cpc,20220208,3,3,3,0,PAGE0603
bing / cpc,20220209,3,3,4,51,PAGE0603
bing / cpc,20220210,3,3,5,106,PAGE0603
bing / cpc,20220210,1,1,5,535,PAGE0604
bing / cpc,20220204,8,8,12,157,PAGE0605
bing / cpc,20220207,6,7,12,64,PAGE0605
bing / cpc,20220208,10,10,16,178,PAGE0605
bing / cpc,20220209,8,8,12,175,PAGE0605
bing / cpc,20220210,7,7,17,1542,PAGE0605
bing / cpc,20220207,2,2,8,657,PAGE0206
bing / cpc,20220209,1,1,1,0,PAGE0206
bing / cpc,20220210,2,2,5,129,PAGE0206
bing / cpc,20220204,5,5,5,0,PAGE0208
bing / cpc,20220207,4,4,6,449,PAGE0208
bing / cpc,20220208,3,3,10,119,PAGE0208
bing / cpc,20220209,3,3,3,0,PAGE0208
bing / cpc,20220210,2,2,2,0,PAGE0208
bing / cpc,20220207,1,1,3,60,PAGE0606
bing / cpc,20220209,1,1,1,0,PAGE0607
bing / cpc,20220207,1,1,1,0,PAGE0608
bing / cpc,20220204,2,2,6,25,PAGE0211
bing / cpc,20220205,1,1,2,40,PAGE0211
bing / cpc,20220207,1,1,1,0,PAGE0211
bing / cpc,20220208,1,2,2,0,PAGE0211
bing / cpc,20220209,1,1,2,48,PAGE0211
bing / cpc,20220210,2,2,4,50,PAGE0211
bing / cpc,20220204,9,9,10,60,PAGE0609
bing / cpc,20220207,10,10,16,254,PAGE0609
bing / cpc,20220208,10,10,16,421,PAGE0609
bing / cpc,20220209,12,12,24,782,PAGE0609
bing / cpc,20220210,10,10,13,626,PAGE0609
bing / cpc,20220207,1,1,1,0,PAGE0275
bing / cpc,20220209,1,1,1,0,PAGE0275
bing / cpc,20220204,1,1,1,0,PAGE0610
bing / cpc,20220207,3,3,20,419,PAGE0610
bing / cpc,20220209,2,2,3,59,PAGE0610
bing / cpc,20220204,1,1,1,0,PAGE0611
bing / cpc,20220208,1,1,1,0,PAGE0612
bing / cpc,20220209,1,1,1,0,PAGE0613
bing / cpc,20220207,1,1,1,12,PAGE0278
bing / cpc,20220208,1,1,1,0,PAGE0278
bing / cpc,20220209,2,2,3,2015,PAGE0278
bing / cpc,20220210,1,1,5,200,PAGE0278
bing / cpc,20220204,1,1,1,0,PAGE0279
bing / cpc,20220207,1,1,1,0,PAGE0279
bing / cpc,20220208,2,2,3,68,PAGE0279
bing / cpc,20220209,1,1,1,0,PAGE0279
bing / cpc,20220209,1,1,1,0,PAGE0614
bing / cpc,20220210,1,1,1,0,PAGE0615
bing / cpc,20220207,1,1,1,10,PAGE0283
bing / cpc,20220208,3,4,4,0,PAGE0283
bing / cpc,20220210,2,2,2,0,PAGE0283
bing / cpc,20220210,1,1,1,446,PAGE0284
bing / cpc,20220208,2,2,2,205,PAGE0616
bing / cpc,20220210,1,1,3,44,PAGE0616
bing / cpc,20220210,1,1,1,0,PAGE0285
bing / cpc,20220207,2,2,4,136,PAGE0286
bing / cpc,20220209,3,3,3,115,PAGE0286
bing / cpc,20220204,1,1,2,1547,PAGE0287
bing / cpc,20220210,1,1,1,0,PAGE0287
bing / cpc,20220204,3,3,5,81,PAGE0617
bing / cpc,20220207,1,1,1,0,PAGE0618
bing / cpc,20220207,1,1,1,5,PAGE0619
bing / cpc,20220209,1,1,1,0,PAGE0619
bing / cpc,20220208,1,1,1,1106,PAGE0289
bing / cpc,20220204,1,3,3,0,PAGE0620
bing / cpc,20220210,1,1,1,4,PAGE0621
bing / cpc,20220210,1,1,2,66,PAGE0290
bing / cpc,20220204,1,1,1,73,PAGE0301
bing / cpc,20220207,2,2,2,0,PAGE0301
bing / cpc,20220208,3,3,3,0,PAGE0301
bing / cpc,20220209,4,4,4,31,PAGE0301
bing / cpc,20220210,3,3,3,0,PAGE0301
bing / cpc,20220209,1,1,4,154,PAGE0622
bing / cpc,20220207,1,1,1,0,PAGE0623
bing / cpc,20220209,1,1,1,0,PAGE0308
bing / cpc,20220204,1,1,1,0,PAGE0624
bing / cpc,20220208,1,1,1,0,PAGE0624
bing / cpc,20220209,2,2,2,11,PAGE0625
bing / cpc,20220204,2,2,2,0,PAGE0626
bing / cpc,20220207,5,5,12,324,PAGE0626
bing / cpc,20220208,5,5,7,241,PAGE0626
bing / cpc,20220209,3,3,3,4,PAGE0626
bing / cpc,20220210,3,3,3,0,PAGE0626
bing / cpc,20220204,1,2,2,0,PAGE0627
bing / cpc,20220204,1,1,1,1107,PAGE0431
bing / cpc,20220209,1,1,1,0,PAGE0431
bing / cpc,20220204,1,1,3,279,PAGE0628
bing / cpc,20220207,1,1,1,0,PAGE0628
bing / cpc,20220208,1,2,3,78,PAGE0628
bing / cpc,20220209,2,2,2,0,PAGE0628
bing / cpc,20220210,2,2,6,149,PAGE0628
bing / cpc,20220204,2,2,2,0,PAGE0434
bing / cpc,20220207,1,1,1,0,PAGE0434
bing / cpc,20220208,2,2,3,8,PAGE0434
bing / cpc,20220209,1,1,1,23,PAGE0434
bing / cpc,20220210,1,1,1,0,PAGE0434
bing / cpc,20220209,1,1,1,158,PAGE0435
bing / cpc,20220210,1,1,1,0,PAGE0435
bing / cpc,20220208,1,1,1,0,PAGE0629
bing / cpc,20220208,1,1,1,0,PAGE0630
bing / cpc,20220207,1,1,2,180,PAGE0631
bing / cpc,20220204,2,3,15,1554,PAGE0446
bing / cpc,20220207,1,1,1,0,PAGE0446
bing / cpc,20220209,1,1,3,216,PAGE0446
bing / cpc,20220210,3,3,4,61,PAGE0446
bing / cpc,20220204,1,1,1,426,PAGE0632
bing / cpc,20220210,1,1,1,0,PAGE0632
bing / cpc,20220209,1,1,1,0,PAGE0633
